date,adj close
11/17/2022,1760.800049
11/18/2022,1751.900024
11/21/2022,1737.400024
11/22/2022,1738.300049
11/23/2022,1744.900024
11/25/2022,1753.300049
11/28/2022,1740.099976
11/29/2022,1748.400024
11/30/2022,1746
12/1/2022,1801.099976
12/2/2022,1795.900024
12/5/2022,1767.400024
12/6/2022,1769.300049
12/7/2022,1785.5
12/8/2022,1788.699951
12/9/2022,1798.099976
12/12/2022,1780.5
12/13/2022,1813.900024
12/14/2022,1807.5
12/15/2022,1777.199951
12/16/2022,1790
12/19/2022,1787.699951
12/20/2022,1815.900024
12/21/2022,1815.900024
12/22/2022,1787
12/23/2022,1795.900024
12/27/2022,1814.800049
12/28/2022,1807.900024
12/29/2022,1819.5
12/30/2022,1819.699951
1/3/2023,1839.699951
1/4/2023,1852.800049
1/5/2023,1834.800049
1/6/2023,1864.199951
1/9/2023,1872.699951
1/10/2023,1871.599976
1/11/2023,1874.599976
1/12/2023,1895.5
1/13/2023,1918.400024
1/17/2023,1907.199951
1/18/2023,1904.400024
1/19/2023,1922.099976
1/20/2023,1926.400024
1/23/2023,1927.099976
1/24/2023,1933.900024
1/25/2023,1941.199951
1/26/2023,1929.099976
1/27/2023,1928.599976
1/30/2023,1922.900024
1/31/2023,1929.5
2/1/2023,1927.800049
2/2/2023,1916.300049
2/3/2023,1862.900024
2/6/2023,1866.199951
2/7/2023,1871.699951
2/8/2023,1877.400024
2/9/2023,1866.199951
2/10/2023,1862.800049
2/13/2023,1851.900024
2/14/2023,1854
2/15/2023,1834.199951
2/16/2023,1842
2/17/2023,1840.400024
2/21/2023,1833
2/22/2023,1832
2/23/2023,1818
2/24/2023,1808.800049
2/27/2023,1817
2/28/2023,1828.900024
3/1/2023,1837.699951
3/2/2023,1833.5
3/3/2023,1847.699951
3/6/2023,1847.900024
3/7/2023,1813.900024
3/8/2023,1812.699951
3/9/2023,1829.300049
3/10/2023,1862
3/13/2023,1911.699951
3/14/2023,1906.199951
3/15/2023,1926.599976
3/16/2023,1919
3/17/2023,1969.800049
3/20/2023,1979.199951
3/21/2023,1938
3/22/2023,1946.800049
3/23/2023,1993.800049
3/24/2023,1982.099976
3/27/2023,1952.400024
3/28/2023,1972.400024
3/29/2023,1966.099976
3/30/2023,1980.300049
3/31/2023,1969
4/3/2023,1983.900024
4/4/2023,2022.199951
4/5/2023,2020.900024
4/6/2023,2011.900024
4/10/2023,1989.099976
4/11/2023,2004.800049
4/12/2023,2010.900024
4/13/2023,2041.300049
4/14/2023,2002.199951
4/17/2023,1994.199951
4/18/2023,2007.400024
4/19/2023,1995.199951
4/20/2023,2007.599976
4/21/2023,1979.5
4/24/2023,1989.099976
4/25/2023,1994
4/26/2023,1985.699951
4/27/2023,1989.900024
4/28/2023,1990.099976
5/1/2023,1983.400024
5/2/2023,2014.300049
5/3/2023,2028.599976
5/4/2023,2048
5/5/2023,2017.400024
5/8/2023,2026.300049
5/9/2023,2036.199951
5/10/2023,2030.5
5/11/2023,2014.699951
5/12/2023,2014.5
5/15/2023,2018
5/16/2023,1988.400024
5/17/2023,1980.699951
5/18/2023,1956.5
5/19/2023,1978.699951
5/22/2023,1974.800049
5/23/2023,1972.400024
5/24/2023,1962.800049
5/25/2023,1943.099976
5/26/2023,1944.099976
5/30/2023,1958
5/31/2023,1963.900024
6/1/2023,1978
6/2/2023,1952.400024
6/5/2023,1958
6/6/2023,1965.5
6/7/2023,1942.699951
6/8/2023,1963.599976
6/9/2023,1962.199951
6/12/2023,1955.300049
6/13/2023,1944.599976
6/14/2023,1955.300049
6/15/2023,1957.800049
6/16/2023,1958.400024
6/20/2023,1935.5
6/21/2023,1933.300049
6/22/2023,1912.699951
6/23/2023,1919.099976
6/26/2023,1923.699951
6/27/2023,1914
6/28/2023,1912.300049
6/29/2023,1909.199951
6/30/2023,1921.099976
7/3/2023,1921.699951
7/5/2023,1919.599976
7/6/2023,1908.699951
7/7/2023,1926.199951
7/10/2023,1925
7/11/2023,1931.300049
7/12/2023,1956.199951
7/13/2023,1959.199951
7/14/2023,1960.099976
7/17/2023,1952.400024
7/18/2023,1977.199951
7/19/2023,1977.5
7/20/2023,1968.300049
7/21/2023,1964.300049
7/24/2023,1960.300049
7/25/2023,1962.099976
7/26/2023,1968.900024
7/27/2023,1945.400024
7/28/2023,1960.400024
7/31/2023,1970.5
8/1/2023,1940.699951
8/2/2023,1937.400024
8/3/2023,1932
8/4/2023,1939.599976
8/7/2023,1933.5
8/8/2023,1924.099976
8/9/2023,1915.400024
8/10/2023,1914.400024
8/11/2023,1912.900024
8/14/2023,1910.599976
8/15/2023,1902.5
8/16/2023,1896.099976
8/17/2023,1884.099976
8/18/2023,1886.099976
8/21/2023,1893.300049
8/22/2023,1896.400024
8/23/2023,1918.5
8/24/2023,1918.199951
8/25/2023,1911.099976
8/28/2023,1917.900024
8/29/2023,1936.5
8/30/2023,1944.300049
8/31/2023,1938.199951
9/1/2023,1939.800049
9/5/2023,1926.199951
9/6/2023,1918.099976
9/7/2023,1917.5
9/8/2023,1918.400024
9/11/2023,1923.300049
9/12/2023,1911.300049
9/13/2023,1909.099976
9/14/2023,1910
9/15/2023,1923.699951
9/18/2023,1931.5
9/19/2023,1932
9/20/2023,1945.599976
9/21/2023,1919.199951
9/22/2023,1925.400024
9/25/2023,1916.599976
9/26/2023,1900.400024
9/27/2023,1871.599976
9/28/2023,1860.400024
9/29/2023,1848.099976
10/2/2023,1830
10/3/2023,1824.599976
10/4/2023,1818.5
10/5/2023,1816.599976
10/6/2023,1830.199951
10/9/2023,1849.5
10/10/2023,1861
10/11/2023,1872.800049
10/12/2023,1869.300049
10/13/2023,1927.400024
10/16/2023,1921.099976
10/17/2023,1922.699951
10/18/2023,1955.300049
10/19/2023,1968.400024
10/20/2023,1982.5
10/23/2023,1976.300049
10/24/2023,1975
10/25/2023,1984.099976
10/26/2023,1987.199951
10/27/2023,1988.599976
10/30/2023,1996.199951
10/31/2023,1985.199951
11/1/2023,1978.800049
11/2/2023,1985.599976
11/3/2023,1991.5
11/6/2023,1981.599976
11/7/2023,1966.800049
11/8/2023,1951.5
11/9/2023,1964.199951
11/10/2023,1932.599976
11/13/2023,1945.5
11/14/2023,1961.800049
11/15/2023,1960.099976
11/16/2023,1983.900024
11/16/2023,1987.599976
