ticker,commodity,date,open,high,low,close,volume,Adj Close_gold,Adj Close_SI
GC=F,Gold,1/3/2023,1836.199951171875,1839.699951171875,1836.199951171875,1839.699951171875,29,1839.699951,24.059
GC=F,Gold,1/4/2023,1845.5999755859375,1859.0999755859375,1845.5999755859375,1852.800048828125,25,1852.800049,23.792
GC=F,Gold,1/5/2023,1855.199951171875,1855.199951171875,1834.800048828125,1834.800048828125,24,1834.800049,23.257999
GC=F,Gold,1/6/2023,1838.4000244140625,1868.199951171875,1835.300048828125,1864.199951171875,26,1864.199951,23.822001
GC=F,Gold,1/9/2023,1867,1880,1867,1872.699951171875,62,1872.699951,23.712
GC=F,Gold,1/10/2023,1877.800048828125,1878.0999755859375,1871.5999755859375,1871.5999755859375,101,1871.599976,23.507
GC=F,Gold,1/11/2023,1873.0999755859375,1877.800048828125,1873.0999755859375,1874.5999755859375,1236,1874.599976,23.327
GC=F,Gold,1/12/2023,1877.199951171875,1897.4000244140625,1877.199951171875,1895.5,59,1895.5,23.863001
GC=F,Gold,1/13/2023,1899,1920.9000244140625,1898.300048828125,1918.4000244140625,512,1918.400024,24.231001
GC=F,Gold,1/17/2023,1920.0999755859375,1920.0999755859375,1905.199951171875,1907.199951171875,706,1907.199951,23.944
GC=F,Gold,1/18/2023,1911.0999755859375,1911.0999755859375,1903.0999755859375,1904.4000244140625,1027,1904.400024,23.530001
GC=F,Gold,1/19/2023,1922.0999755859375,1931.800048828125,1922.0999755859375,1922.0999755859375,371,1922.099976,23.754
GC=F,Gold,1/20/2023,1922.0999755859375,1928.5,1921.4000244140625,1926.4000244140625,1346,1926.400024,23.83
GC=F,Gold,1/23/2023,1926.5,1927.0999755859375,1915,1927.0999755859375,218,1927.099976,23.452
GC=F,Gold,1/24/2023,1931.800048828125,1936.800048828125,1931.800048828125,1933.9000244140625,201,1933.900024,23.649
GC=F,Gold,1/25/2023,1941.199951171875,1941.199951171875,1939.800048828125,1941.199951171875,7,1941.199951,23.839001
GC=F,Gold,1/26/2023,1936.5999755859375,1937.0999755859375,1927.0999755859375,1929.0999755859375,131,1929.099976,23.93
GC=F,Gold,1/27/2023,1928.5999755859375,1928.5999755859375,1928.5999755859375,1928.5999755859375,150902,1928.599976,23.527
GC=F,Gold,1/30/2023,1928.300048828125,1933.5999755859375,1920.300048828125,1922.9000244140625,27220,1922.900024,23.645
GC=F,Gold,1/31/2023,1923,1930.4000244140625,1900.5999755859375,1929.5,1910,1929.5,23.747999
GC=F,Gold,2/1/2023,1927.199951171875,1955,1922,1927.800048828125,2290,1927.800049,23.521
GC=F,Gold,2/2/2023,1952.300048828125,1959.0999755859375,1911.300048828125,1916.300048828125,748,1916.300049,23.534
GC=F,Gold,2/3/2023,1912.4000244140625,1917,1861.5,1862.9000244140625,992,1862.900024,22.334
GC=F,Gold,2/6/2023,1865.5999755859375,1880,1863.4000244140625,1866.199951171875,424,1866.199951,22.177
GC=F,Gold,2/7/2023,1870,1875.699951171875,1868,1871.699951171875,297,1871.699951,22.117001
GC=F,Gold,2/8/2023,1872.0999755859375,1880.4000244140625,1872.0999755859375,1877.4000244140625,230,1877.400024,22.367001
GC=F,Gold,2/9/2023,1875.300048828125,1884.5999755859375,1859.800048828125,1866.199951171875,223,1866.199951,22.097
GC=F,Gold,2/10/2023,1861.5999755859375,1863.5,1852.4000244140625,1862.800048828125,27,1862.800049,22.034
GC=F,Gold,2/13/2023,1859,1861,1850,1851.9000244140625,569,1851.900024,21.818001
GC=F,Gold,2/14/2023,1854.0999755859375,1862,1846.199951171875,1854,656,1854,21.841999
GC=F,Gold,2/15/2023,1842,1842,1828.199951171875,1834.199951171875,368,1834.199951,21.546
GC=F,Gold,2/16/2023,1838.5999755859375,1843.699951171875,1827.199951171875,1842,222,1842,21.684
GC=F,Gold,2/17/2023,1827.4000244140625,1842.199951171875,1818.4000244140625,1840.4000244140625,35,1840.400024,21.694
GC=F,Gold,2/21/2023,1842.5999755859375,1843,1833,1833,862,1833,21.868999
GC=F,Gold,2/22/2023,1835.699951171875,1836.199951171875,1825.0999755859375,1832,278,1832,21.660999
GC=F,Gold,2/23/2023,1826.4000244140625,1827.5,1818,1818,291,1818,21.299
GC=F,Gold,2/24/2023,1808.800048828125,1808.800048828125,1808.800048828125,1808.800048828125,404,1808.800049,20.806
GC=F,Gold,2/27/2023,1811.5999755859375,1817.5,1808.9000244140625,1817,829,1817,20.67
GC=F,Gold,2/28/2023,1808.0999755859375,1830,1808.0999755859375,1828.9000244140625,618,1828.900024,20.961
GC=F,Gold,3/1/2023,1827.0999755859375,1841.699951171875,1827.0999755859375,1837.699951171875,211,1837.699951,20.959
GC=F,Gold,3/2/2023,1830,1836.300048828125,1830,1833.5,154,1833.5,20.766001
GC=F,Gold,3/3/2023,1837.300048828125,1855.4000244140625,1837.300048828125,1847.699951171875,61,1847.699951,21.093
GC=F,Gold,3/6/2023,1853.300048828125,1853.800048828125,1844.199951171875,1847.9000244140625,5,1847.900024,20.983999
GC=F,Gold,3/7/2023,1840.9000244140625,1840.9000244140625,1813.9000244140625,1813.9000244140625,450,1813.900024,20.054001
GC=F,Gold,3/8/2023,1811.5999755859375,1812.9000244140625,1811.5,1812.699951171875,75,1812.699951,20.004999
GC=F,Gold,3/9/2023,1816.4000244140625,1829.300048828125,1815.5999755859375,1829.300048828125,332,1829.300049,20.025
GC=F,Gold,3/10/2023,1852.300048828125,1868.5,1852,1862,248,1862,20.375
GC=F,Gold,3/13/2023,1890.800048828125,1913.0999755859375,1875.0999755859375,1911.699951171875,503,1911.699951,21.792999
GC=F,Gold,3/14/2023,1912.199951171875,1912.199951171875,1901.0999755859375,1906.199951171875,107,1906.199951,21.929001
GC=F,Gold,3/15/2023,1903.9000244140625,1926.5999755859375,1898.5,1926.5999755859375,564,1926.599976,21.774
GC=F,Gold,3/16/2023,1909.9000244140625,1931.699951171875,1909.9000244140625,1919,394,1919,21.587999
GC=F,Gold,3/17/2023,1946,1985.0999755859375,1946,1969.800048828125,82,1969.800049,22.351
GC=F,Gold,3/20/2023,1988.300048828125,2003.9000244140625,1968.9000244140625,1979.199951171875,389,1979.199951,22.533001
GC=F,Gold,3/21/2023,1973.800048828125,1973.800048828125,1938,1938,47,1938,22.323999
GC=F,Gold,3/22/2023,1946.800048828125,1974,1946.800048828125,1946.800048828125,50,1946.800049,22.674999
GC=F,Gold,3/23/2023,1990.5,1994.5999755859375,1990.5,1993.800048828125,33,1993.800049,23.143999
GC=F,Gold,3/24/2023,1991.699951171875,1995.4000244140625,1982.0999755859375,1982.0999755859375,19,1982.099976,23.247
GC=F,Gold,3/27/2023,1957.199951171875,1957.199951171875,1952.4000244140625,1952.4000244140625,877,1952.400024,23.054001
GC=F,Gold,3/28/2023,1972.4000244140625,1972.4000244140625,1972.4000244140625,1972.4000244140625,21,1972.400024,23.323999
GC=F,Gold,3/29/2023,1966.0999755859375,1966.0999755859375,1966.0999755859375,1966.0999755859375,88563,1966.099976,23.375999
GC=F,Gold,3/30/2023,1965.9000244140625,1984.4000244140625,1954.9000244140625,1980.300048828125,10119,1980.300049,23.902
GC=F,Gold,3/31/2023,1981.300048828125,1986.800048828125,1968,1969,957,1969,24.076
GC=F,Gold,4/3/2023,1968.0999755859375,1991.699951171875,1950,1983.9000244140625,737,1983.900024,23.941
GC=F,Gold,4/4/2023,1984.5999755859375,2027.0999755859375,1979,2022.199951171875,811,2022.199951,25.021999
GC=F,Gold,4/5/2023,2022.0999755859375,2033.800048828125,2013.5999755859375,2020.9000244140625,525,2020.900024,24.962999
GC=F,Gold,4/6/2023,2022.199951171875,2023.300048828125,2005,2011.9000244140625,0,2011.900024,25.025
GC=F,Gold,4/10/2023,2000,2006.5999755859375,1984,1989.0999755859375,652,1989.099976,24.846001
GC=F,Gold,4/11/2023,1991.4000244140625,2006.5,1991.4000244140625,2004.800048828125,68,2004.800049,25.131001
GC=F,Gold,4/12/2023,2005.199951171875,2025.699951171875,2005.199951171875,2010.9000244140625,172,2010.900024,25.403999
GC=F,Gold,4/13/2023,2015.5999755859375,2048.600098,2015.5999755859375,2041.300048828125,1043,2041.300049,25.874001
GC=F,Gold,4/14/2023,2041,2047.800048828125,1995,2002.199951171875,718,2002.199951,25.424
GC=F,Gold,4/17/2023,2002.699951171875,2007.5999755859375,1983.199951171875,1994.199951171875,554,1994.199951,25.052999
GC=F,Gold,4/18/2023,1996.9000244140625,2007.4000244140625,1996.9000244140625,2007.4000244140625,72,2007.400024,25.247999
GC=F,Gold,4/19/2023,2005.699951171875,2006.4000244140625,1969.800048828125,1995.199951171875,61,1995.199951,25.365999
GC=F,Gold,4/20/2023,1998,2007.5999755859375,1998,2007.5999755859375,164,2007.599976,25.368
GC=F,Gold,4/21/2023,1996.199951171875,1996.199951171875,1974.0999755859375,1979.5,132,1979.5,25.052999
GC=F,Gold,4/24/2023,1981.300048828125,1989.800048828125,1977.4000244140625,1989.0999755859375,145,1989.099976,25.306
GC=F,Gold,4/25/2023,1995.699951171875,1999.0999755859375,1982.300048828125,1994,306,1994,24.877001
GC=F,Gold,4/26/2023,1997.800048828125,1998.800048828125,1985.5999755859375,1985.699951171875,615,1985.699951,24.871
GC=F,Gold,4/27/2023,1990.5999755859375,2002.300048828125,1979.9000244140625,1989.9000244140625,355,1989.900024,24.983
GC=F,Gold,4/28/2023,1986.9000244140625,1990.0999755859375,1977.699951171875,1990.0999755859375,152,1990.099976,24.999001
GC=F,Gold,5/1/2023,1980.0999755859375,2005,1976.9000244140625,1983.4000244140625,210,1983.400024,25.009001
GC=F,Gold,5/2/2023,1994.699951171875,2018,1994.699951171875,2014.300048828125,1896,2014.300049,25.403999
GC=F,Gold,5/3/2023,2017.0999755859375,2035.0999755859375,2015.199951171875,2028.5999755859375,1349,2028.599976,25.476
GC=F,Gold,5/4/2023,2045,2072,2040,2048,930,2048,26.035
GC=F,Gold,5/5/2023,2046.4000244140625,2046.4000244140625,2004.300048828125,2017.4000244140625,59,2017.400024,25.743
GC=F,Gold,5/8/2023,2022.5,2026.300048828125,2022.5,2026.300048828125,3,2026.300049,25.636
GC=F,Gold,5/9/2023,2026.5999755859375,2037.300048828125,2025.9000244140625,2036.199951171875,241,2036.199951,25.698
GC=F,Gold,5/10/2023,2032.300048828125,2044.300048828125,2029.5,2030.5,248,2030.5,25.461
GC=F,Gold,5/11/2023,2034.0999755859375,2038.300048828125,2014,2014.699951171875,90,2014.699951,24.254999
GC=F,Gold,5/12/2023,2014.5,2014.5,2014.5,2014.5,115,2014.5,23.992001
GC=F,Gold,5/15/2023,2013.800048828125,2018,2013.800048828125,2018,3,2018,24.127001
GC=F,Gold,5/16/2023,1988.4000244140625,1988.4000244140625,1988.4000244140625,1988.4000244140625,49,1988.400024,23.737
GC=F,Gold,5/17/2023,1983.5999755859375,1983.5999755859375,1980.699951171875,1980.699951171875,13,1980.699951,23.752001
GC=F,Gold,5/18/2023,1956.5,1956.800048828125,1956.5,1956.5,23,1956.5,23.495001
GC=F,Gold,5/19/2023,1960,1978.699951171875,1960,1978.699951171875,106,1978.699951,23.92
GC=F,Gold,5/22/2023,1980.5,1980.5,1974.800048828125,1974.800048828125,8,1974.800049,23.715
GC=F,Gold,5/23/2023,1972.4000244140625,1972.4000244140625,1972.4000244140625,1972.4000244140625,1,1972.400024,23.474001
GC=F,Gold,5/24/2023,1975.4000244140625,1975.4000244140625,1962.800048828125,1962.800048828125,189,1962.800049,23.115
GC=F,Gold,5/25/2023,1943.0999755859375,1943.0999755859375,1943.0999755859375,1943.0999755859375,1,1943.099976,22.785999
GC=F,Gold,5/26/2023,1948.199951171875,1948.4000244140625,1944.0999755859375,1944.0999755859375,166036,1944.099976,23.24
GC=F,Gold,5/30/2023,1942.699951171875,1962.5999755859375,1931,1958,37838,1958,23.125
GC=F,Gold,5/31/2023,1958.199951171875,1973,1953,1963.9000244140625,5959,1963.900024,23.474001
GC=F,Gold,6/1/2023,1963.199951171875,1983,1954.300048828125,1978,750,1978,23.875
GC=F,Gold,6/2/2023,1977.0999755859375,1982.5,1947.4000244140625,1952.4000244140625,356,1952.400024,23.643
GC=F,Gold,6/5/2023,1947.5,1961.9000244140625,1937.800048828125,1958,713,1958,23.534
GC=F,Gold,6/6/2023,1960.800048828125,1965.5,1958.800048828125,1965.5,164,1965.5,23.573999
GC=F,Gold,6/7/2023,1959,1968.4000244140625,1940.699951171875,1942.699951171875,139,1942.699951,23.438999
GC=F,Gold,6/8/2023,1943.199951171875,1969,1943.0999755859375,1963.5999755859375,433,1963.599976,24.264
GC=F,Gold,6/9/2023,1965.0999755859375,1969.800048828125,1960.300048828125,1962.199951171875,49,1962.199951,24.334
GC=F,Gold,6/12/2023,1959.699951171875,1963.5,1951.4000244140625,1955.300048828125,212,1955.300049,23.985001
GC=F,Gold,6/13/2023,1960.5999755859375,1967.5,1940.300048828125,1944.5999755859375,343,1944.599976,23.756001
GC=F,Gold,6/14/2023,1946.199951171875,1958.199951171875,1940.300048828125,1955.300048828125,202,1955.300049,24.044001
GC=F,Gold,6/15/2023,1941.699951171875,1958.800048828125,1926,1957.800048828125,329,1957.800049,23.891001
GC=F,Gold,6/16/2023,1961.4000244140625,1962.9000244140625,1953.5,1958.4000244140625,119,1958.400024,24.076
GC=F,Gold,6/20/2023,1958.5999755859375,1958.5999755859375,1931.300048828125,1935.5,193,1935.5,23.193001
GC=F,Gold,6/21/2023,1935.5999755859375,1936.800048828125,1920,1933.300048828125,557,1933.300049,22.774
GC=F,Gold,6/22/2023,1920,1921,1912.0999755859375,1912.699951171875,237,1912.699951,22.436001
GC=F,Gold,6/23/2023,1918.699951171875,1932.5,1918.699951171875,1919.0999755859375,105,1919.099976,22.327999
GC=F,Gold,6/26/2023,1922.9000244140625,1928.5,1922.5,1923.699951171875,71,1923.699951,22.805
GC=F,Gold,6/27/2023,1927,1929.4000244140625,1914,1914,49,1914,22.938999
GC=F,Gold,6/28/2023,1912.300048828125,1912.300048828125,1912.300048828125,1912.300048828125,628,1912.300049,22.868
GC=F,Gold,6/29/2023,1909.9000244140625,1909.9000244140625,1892.5,1909.199951171875,289,1909.199951,22.591
GC=F,Gold,6/30/2023,1908.5999755859375,1921.0999755859375,1900.5999755859375,1921.0999755859375,445,1921.099976,22.809999
GC=F,Gold,7/3/2023,1917.9000244140625,1929.5,1917.9000244140625,1921.699951171875,41,1921.699951,22.896
GC=F,Gold,7/5/2023,1923.5,1933.9000244140625,1914.699951171875,1919.5999755859375,193,1919.599976,23.197001
GC=F,Gold,7/6/2023,1909.300048828125,1910.199951171875,1903.199951171875,1908.699951171875,81,1908.699951,22.686001
GC=F,Gold,7/7/2023,1913.4000244140625,1934.0999755859375,1913.4000244140625,1926.199951171875,61,1926.199951,23.091999
GC=F,Gold,7/10/2023,1923.5999755859375,1926.0999755859375,1912.300048828125,1925,269,1925,23.150999
GC=F,Gold,7/11/2023,1925,1937,1924.199951171875,1931.300048828125,142,1931.300049,23.086
GC=F,Gold,7/12/2023,1932.300048828125,1958,1932.199951171875,1956.199951171875,132,1956.199951,24.118999
GC=F,Gold,7/13/2023,1961.0999755859375,1961.0999755859375,1953,1959.199951171875,121,1959.199951,24.768
GC=F,Gold,7/14/2023,1958.4000244140625,1960.5999755859375,1952.699951171875,1960.0999755859375,94,1960.099976,25.014
GC=F,Gold,7/17/2023,1954,1956.5,1946.5999755859375,1952.4000244140625,29,1952.400024,24.844
GC=F,Gold,7/18/2023,1968.800048828125,1978.4000244140625,1963.4000244140625,1977.199951171875,83,1977.199951,25.084
GC=F,Gold,7/19/2023,1977,1977.5,1973,1977.5,35,1977.5,25.219
GC=F,Gold,7/20/2023,1973.699951171875,1973.699951171875,1965.5999755859375,1968.300048828125,638,1968.300049,24.805
GC=F,Gold,7/21/2023,1961.800048828125,1964.300048828125,1961.800048828125,1964.300048828125,50,1964.300049,24.698
GC=F,Gold,7/24/2023,1965.300048828125,1965.5,1960.300048828125,1960.300048828125,2,1960.300049,24.436001
GC=F,Gold,7/25/2023,1953,1962.5,1953,1962.0999755859375,19,1962.099976,24.68
GC=F,Gold,7/26/2023,1966.199951171875,1972,1966.199951171875,1968.9000244140625,51,1968.900024,24.825001
GC=F,Gold,7/27/2023,1945.4000244140625,1945.4000244140625,1945.4000244140625,1945.4000244140625,194253,1945.400024,24.236
GC=F,Gold,7/28/2023,1945.5,1962.199951171875,1944.199951171875,1960.4000244140625,23155,1960.400024,24.370001
GC=F,Gold,7/31/2023,1959.199951171875,1971.5999755859375,1950,1970.5,1025,1970.5,24.854
GC=F,Gold,8/1/2023,1964.9000244140625,1965.4000244140625,1940.699951171875,1940.699951171875,688,1940.699951,24.208
GC=F,Gold,8/2/2023,1948.4000244140625,1953.5999755859375,1933.199951171875,1937.4000244140625,652,1937.400024,23.754
GC=F,Gold,8/3/2023,1934.199951171875,1936.5,1928,1932,773,1932,23.586
GC=F,Gold,8/4/2023,1934.9000244140625,1945,1920,1939.5999755859375,290,1939.599976,23.617001
GC=F,Gold,8/7/2023,1941,1941,1929.800048828125,1933.5,376,1933.5,23.142
GC=F,Gold,8/8/2023,1931.699951171875,1933.199951171875,1923,1924.0999755859375,555,1924.099976,22.716999
GC=F,Gold,8/9/2023,1925.4000244140625,1928.800048828125,1913.699951171875,1915.4000244140625,451,1915.400024,22.65
GC=F,Gold,8/10/2023,1921.0999755859375,1927.800048828125,1911.4000244140625,1914.4000244140625,178,1914.400024,22.746
GC=F,Gold,8/11/2023,1913,1916.5999755859375,1911.800048828125,1912.9000244140625,57,1912.900024,22.674
GC=F,Gold,8/14/2023,1909.300048828125,1912.5999755859375,1903.300048828125,1910.5999755859375,46,1910.599976,22.643999
GC=F,Gold,8/15/2023,1906,1907.699951171875,1895,1902.5,73,1902.5,22.594999
GC=F,Gold,8/16/2023,1904.5,1904.5,1890.300048828125,1896.0999755859375,22,1896.099976,22.48
GC=F,Gold,8/17/2023,1893.699951171875,1902.4000244140625,1884,1884.0999755859375,245,1884.099976,22.67
GC=F,Gold,8/18/2023,1891.800048828125,1891.800048828125,1886.0999755859375,1886.0999755859375,19,1886.099976,22.695
GC=F,Gold,8/21/2023,1893.5999755859375,1893.5999755859375,1893.300048828125,1893.300048828125,876,1893.300049,23.304001
GC=F,Gold,8/22/2023,1894.5999755859375,1896.800048828125,1892.800048828125,1896.4000244140625,46,1896.400024,23.42
GC=F,Gold,8/23/2023,1909.5999755859375,1918.5,1909.5999755859375,1918.5,547,1918.5,24.363001
GC=F,Gold,8/24/2023,1920,1920.800048828125,1918.199951171875,1918.199951171875,337,1918.199951,24.211
GC=F,Gold,8/25/2023,1919.800048828125,1919.800048828125,1911.0999755859375,1911.0999755859375,195,1911.099976,24.219999
GC=F,Gold,8/28/2023,1915.5,1921.5,1915.5,1917.9000244140625,99,1917.900024,24.238001
GC=F,Gold,8/29/2023,1917.9000244140625,1936.5,1916.9000244140625,1936.5,1674,1936.5,24.777
GC=F,Gold,8/30/2023,1936,1946.4000244140625,1934.5999755859375,1944.300048828125,396,1944.300049,24.733999
GC=F,Gold,8/31/2023,1944.4000244140625,1944.4000244140625,1938.199951171875,1938.199951171875,491,1938.199951,24.472
GC=F,Gold,9/1/2023,1950,1950,1936.5999755859375,1939.800048828125,167,1939.800049,24.232
GC=F,Gold,9/5/2023,1934.4000244140625,1934.4000244140625,1924.699951171875,1926.199951171875,113,1926.199951,23.558001
GC=F,Gold,9/6/2023,1924.0999755859375,1925.300048828125,1916.300048828125,1918.0999755859375,24,1918.099976,23.205999
GC=F,Gold,9/7/2023,1917.5999755859375,1921.5,1917.5,1917.5,41,1917.5,22.950001
GC=F,Gold,9/8/2023,1924,1924.699951171875,1918.4000244140625,1918.4000244140625,105,1918.400024,22.892
GC=F,Gold,9/11/2023,1923,1928.300048828125,1921.800048828125,1923.300048828125,50,1923.300049,23.103001
GC=F,Gold,9/12/2023,1920.800048828125,1920.800048828125,1911.300048828125,1911.300048828125,365,1911.300049,23.127001
GC=F,Gold,9/13/2023,1910.300048828125,1914.5999755859375,1908.9000244140625,1909.0999755859375,15,1909.099976,22.912001
GC=F,Gold,9/14/2023,1903,1910,1903,1910,169,1910,22.747999
GC=F,Gold,9/15/2023,1923.5,1927.300048828125,1923.5,1923.699951171875,8,1923.699951,23.125999
GC=F,Gold,9/18/2023,1928.199951171875,1931.5,1926.4000244140625,1931.5,19,1931.5,23.232
GC=F,Gold,9/19/2023,1934,1934,1932,1932,6,1932,23.194
GC=F,Gold,9/20/2023,1945.5999755859375,1945.5999755859375,1929.199951171875,1945.5999755859375,119,1945.599976,23.579
GC=F,Gold,9/21/2023,1924,1924,1919.199951171875,1919.199951171875,9,1919.199951,23.444
GC=F,Gold,9/22/2023,1925.4000244140625,1925.4000244140625,1925.4000244140625,1925.4000244140625,1,1925.400024,23.596001
GC=F,Gold,9/25/2023,1916.5999755859375,1916.5999755859375,1916.5999755859375,1916.5999755859375,114,1916.599976,23.145
GC=F,Gold,9/26/2023,1905,1905.0999755859375,1900.4000244140625,1900.4000244140625,161,1900.400024,22.950001
GC=F,Gold,9/27/2023,1871.5999755859375,1871.5999755859375,1871.5999755859375,1871.5999755859375,12251,1871.599976,22.476999
GC=F,Gold,9/28/2023,1875.5,1878.199951171875,1856.699951171875,1860.4000244140625,4654,1860.400024,22.514999
GC=F,Gold,9/29/2023,1864.300048828125,1872.300048828125,1846,1848.0999755859375,1605,1848.099976,22.236
GC=F,Gold,10/2/2023,1844.0999755859375,1845.9000244140625,1826.699951171875,1830,2309,1830,21.218
GC=F,Gold,10/3/2023,1825,1830.9000244140625,1816.800048828125,1824.5999755859375,310,1824.599976,21.177999
GC=F,Gold,10/4/2023,1821.800048828125,1828.199951171875,1816.4000244140625,1818.5,357,1818.5,20.955999
GC=F,Gold,10/5/2023,1826.300048828125,1826.300048828125,1815.5999755859375,1816.5999755859375,393,1816.599976,20.848
GC=F,Gold,10/6/2023,1819,1831.800048828125,1809.4000244140625,1830.199951171875,390,1830.199951,21.540001
GC=F,Gold,10/9/2023,1842.5,1861.5,1842.5,1849.5,232,1849.5,21.740999
GC=F,Gold,10/10/2023,1857,1861.4000244140625,1852.800048828125,1861,236,1861,21.775999
GC=F,Gold,10/11/2023,1869.5,1874.5999755859375,1869.0999755859375,1872.800048828125,65,1872.800049,21.957001
GC=F,Gold,10/12/2023,1874.699951171875,1881.199951171875,1867,1869.300048828125,46,1869.300049,21.792
GC=F,Gold,10/13/2023,1877.5,1930.0999755859375,1877.5,1927.4000244140625,43,1927.400024,22.726999
GC=F,Gold,10/16/2023,1910.4000244140625,1921.0999755859375,1910.300048828125,1921.0999755859375,53,1921.099976,22.610001
GC=F,Gold,10/17/2023,1914.300048828125,1925.800048828125,1914.300048828125,1922.699951171875,103,1922.699951,22.863001
GC=F,Gold,10/18/2023,1935,1957.9000244140625,1935,1955.300048828125,67,1955.300049,22.944
GC=F,Gold,10/19/2023,1950.0999755859375,1977.699951171875,1945.699951171875,1968.4000244140625,1945,1968.400024,22.886999
GC=F,Gold,10/20/2023,1981.0999755859375,1988.5999755859375,1980.4000244140625,1982.5,1945,1982.5,23.351
SI=F,Silver,1/3/2023,24.454999923706055,24.530000686645508,23.979999542236328,24.05900001525879,148,1839.699951,24.059
SI=F,Silver,1/4/2023,24.084999084472656,24.104999542236328,23.75,23.79199981689453,24,1852.800049,23.792
SI=F,Silver,1/5/2023,23.5,23.5,23.145000457763672,23.257999420166016,8,1834.800049,23.257999
SI=F,Silver,1/6/2023,23.295000076293945,23.82200050354004,23.290000915527344,23.82200050354004,6,1864.199951,23.822001
SI=F,Silver,1/9/2023,23.711999893188477,23.711999893188477,23.711999893188477,23.711999893188477,2,1872.699951,23.712
SI=F,Silver,1/10/2023,23.43000030517578,23.506999969482425,23.424999237060547,23.506999969482425,4,1871.599976,23.507
SI=F,Silver,1/11/2023,23.549999237060547,23.80500030517578,23.184999465942383,23.32699966430664,9,1874.599976,23.327
SI=F,Silver,1/12/2023,23.80500030517578,23.863000869750977,23.80500030517578,23.863000869750977,33,1895.5,23.863001
SI=F,Silver,1/13/2023,23.88999938964844,24.231000900268555,23.5,24.231000900268555,30,1918.400024,24.231001
SI=F,Silver,1/17/2023,24.309999465942383,24.315000534057617,23.944000244140625,23.944000244140625,118,1907.199951,23.944
